row ID,row m/z,row retention time,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,QEC18_Blank_resusp_20181227024429.mzML Peak area,QEC18_Blank_resusp_20181227100129.mzML Peak area,QEC18_Blank_resusp_20181226235330.mzML Peak area,QEC18_Blank_resusp_20181227200515.mzML Peak area,QEC18_Blank_resusp_20181227072924.mzML Peak area,QEC18_Blank_resusp_20181227051626.mzML Peak area,QEC18_Blank_resusp_20181227180406.mzML Peak area,QEC18_Blank_resusp_20181227154841.mzML Peak area,QEC18_Blank_resusp_20181228030323.mzML Peak area,QEC18_Blank_resusp_20181227235313.mzML Peak area,QEC18_F1-1_F2-1.mzML Peak area,QEC18_F1-1_F2-1_20181227143118.mzML Peak area,QEC18_F1-1_F2-1_20181227084526.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2_20181227113714.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1_20181227125436.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1_20181227135238.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-1_To-2_20181227184249.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1_20181227152919.mzML Peak area,QEC18_F1-1_NIST-3_20181227133316.mzML Peak area,QEC18_F1-1_NIST-3_20181228012817.mzML Peak area,QEC18_F1-1_NIST-3.mzML Peak area,QEC18_F1-1_F2-3.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1_20181227065123.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1.mzML Peak area,QEC18_F1-1_F2-1_NIST-2_To-1_20181227225613.mzML Peak area,QEC18_F1-1_To-1.mzML Peak area,QEC18_F1-1_To-3.mzML Peak area,QEC18_F1-1_To-1_20181227123513.mzML Peak area,QEC18_F1-1_F2-2_NIST-1_To-1_20181228034123.mzML Peak area,QEC18_F1-1_To-1_20181227043825.mzML Peak area,QEC18_F1-1_F2-3_20181227012831.mzML Peak area,QEC18_F1-1_NIST-1_20181227210213.mzML Peak area,QEC18_F1-1_NIST-1.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1.mzML Peak area,QEC18_F1-1_To-3_20181227174446.mzML Peak area,QEC18_F1-1_NIST-1_20181227215913.mzML Peak area,QEC18_F1-1_To-3_20181227223713.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1_20181228020619.mzML Peak area,QEC18_F1-1_F2-3_20181227071023.mzML Peak area,QEC18_F1-3_F2-1_20181227190209.mzML Peak area,QEC18_F1-3_F2-1.mzML Peak area,QEC18_F2-1_NIST-3_20181227103932.mzML Peak area,QEC18_F1-3_To-1_20181228024423.mzML Peak area,QEC18_F1-2_F2-1_NIST-1_To-1_20181228022521.mzML Peak area,QEC18_F2-1_NIST-1_20181227212113.mzML Peak area,QEC18_F2-1_NIST-3.mzML Peak area,QEC18_F2-1_NIST-1.mzML Peak area,QEC18_F1-3_F2-1_20181227131356.mzML Peak area,QEC18_F2-1_NIST-1_20181227233413.mzML Peak area,QEC18_F2-1_To-1.mzML Peak area,QEC18_F1-3_NIST-1.mzML Peak area,QEC18_F2-1_NIST-3_20181227145038.mzML Peak area,QEC18_F2-1_To-1_20181227150959.mzML Peak area,QEC18_F2-1_To-3_20181226223728.mzML Peak area,QEC18_F1-3_To-1.mzML Peak area,QEC18_F1-3_NIST-1_20181227045725.mzML Peak area,QEC18_F2-1_To-3.mzML Peak area,QEC18_F1-3_NIST-1_20181227170603.mzML Peak area,QEC18_F2-3_To-1_20181227082626.mzML Peak area,QEC18_F2-1_To-3_20181227041925.mzML Peak area,QEC18_F2-3_To-1.mzML Peak area,QEC18_F2-1_To-1_20181228014719.mzML Peak area,QEC18_F1.mzML Peak area,QEC18_F2-3_NIST-1.mzML Peak area,QEC18_NIST.mzML Peak area,QEC18_F2-3_NIST-1_20181227162723.mzML Peak area,QEC18_Qcmix_begin.mzML Peak area,QEC18_NIST_20181227102029.mzML Peak area,QEC18_NIST_20181227182328.mzML Peak area,QEC18_To-1_NIST-1.mzML Peak area,QEC18_F1_20181227030329.mzML Peak area,QEC18_F2-3_To-1_20181227164643.mzML Peak area,QEC18_To-3_NIST-1.mzML Peak area,QEC18_F2-3_NIST-1_20181228005015.mzML Peak area,QEC18_F1-3_To-1_20181228003115.mzML Peak area,QEC18_F2.mzML Peak area,QEC18_To-3_NIST-1_20181227074824.mzML Peak area,QEC18_To-1_NIST-1_20181227111754.mzML Peak area,QEC18_F1_20181228032223.mzML Peak area,QEC18_F2_20181228001213.mzML Peak area,QEC18_To-1_NIST-1_20181228010915.mzML Peak area,QEC18_To-1_NIST-3_20181227214013.mzML Peak area,QEC18_blank_SPE_20181227092326.mzML Peak area,QEC18_blank_SPE.mzML Peak area,QEC18_To-1_NIST-3_20181227172525.mzML Peak area,QEC18_blank_SPE_20181227221813.mzML Peak area,QEC18_F2_20181227121553.mzML Peak area,QEC18_To_20181227231513.mzML Peak area,QEC18_To-3_NIST-1_20181227160801.mzML Peak area,QEC18_To_20181227204313.mzML Peak area,QEC18_To-1_NIST-3.mzML Peak area,QEC18_Qcmix_end.mzML Peak area,QEC18_To.mzML Peak area,QEC18_QCmix_no_exclusion.mzML Peak area,QEC18_Qcmix_middle.mzML Peak area,QEC18_Qcmix_end_20181228041923.mzML Peak area,
3825,442.3503733071939,8.23619474,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273382.7539167814,0,0,0,0,670743.797125744,0,1389361.3079662547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516050.05777077604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245624.23523250397,
3826,433.2921074770367,9.915432871428573,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944709.3213759569,2.158745890986711E7,2.1009311898182165E7,0,0,0,1.95095533463726E7,2.301211170924622E7,0,1.7406707658361573E7,0,0,1.8914748659243234E7,767287.8985846005,0,711273.3721009736,0,1178277.8726830394,0,1260956.4007215463,0,1143501.1201624018,960288.7900549974,2174710.65715294,2.0004119645675134E7,3.572574143086449E7,0,0,0,0,3.566628965831837E7,4.043213668265789E7,0,0,0,4.2164268282289565E7,0,0,2008481.2619141943,0,0,0,2306779.179515001,2270580.4143768707,0,2257880.3521463145,0,0,0,0,5.210219595825348E7,0,0,0,0,0,0,0,2017099.626737589,0,0,0,4.926073696698027E7,0,0,0,2879070.61039628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.184662260425114E7,0,
3827,483.34195519529345,11.955174312500002,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420495.30313313985,2838641.8979437137,3008111.0720549324,0,0,0,0,0,0,697656.7582199572,0,0,2802404.8843603344,0,0,0,0,0,1917742.2104043867,0,0,0,0,0,0,3781987.992554083,0,0,0,0,0,4253173.023344889,0,0,0,0,1014215.4060412718,0,0,0,0,0,0,0,0,0,0,0,0,1.4901591314195734E7,0,0,0,0,0,0,0,0,0,0,0,2596795.4365706993,2725250.0423682034,0,0,0,2341312.6081106253,1135892.3891062504,0,0,0,0,0,0,1665084.6713081608,0,0,0,0,0,0,0,1.3338955358492812E7,0,
3828,422.24473519484195,4.077597766666666,60,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658107.0682676233,788980.315706436,0,916224.8425743552,0,0,0,0,0,1324117.6858503197,0,734251.2743881952,0,0,0,0,0,0,0,0,1244921.8406608168,0,0,0,0,0,0,1310870.09902389,2182886.9946968434,0,924489.3892808957,1242279.9176929127,0,0,0,2004495.1679579262,0,0,1750928.856563118,0,0,0,1971940.7747303809,1645384.4519734203,0,1476869.4418003522,0,0,0,0,3870067.4062526226,0,0,0,0,0,0,0,3755145.1567626325,0,0,0,1807404.254940432,0,0,0,2987621.8027257877,0,0,0,0,0,0,0,0,0,0,0,0,710476.5303736321,0,0,0,588058.835288575,
3829,743.4748805148424,9.753997833333333,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165398.6954960304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837915.2151551018,0,1669001.9031414117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900868.709183708,0,0,416211.14859260013,0,0,0,0,777088.5284353464,0,0,1041204.6876126453,0,0,0,0,0,0,0,0,1549729.7861121173,0,0,1892264.330145356,0,0,0,
3830,359.2192352228746,4.3213413,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779136.4732091196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357956.5751334173,0,0,0,0,0,0,0,2415340.0344146015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3831,352.32080023105203,10.195872863636364,213,411,[M+H]+,,1,314,351.3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284472.0087726576,0,1094275.6568313274,0,1325526.0547687558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004502.4791565979,0,771339.0754078053,2716212.007727564,913189.4914560835,0,0,0,0,0,0,1651816.6648579773,0,0,0,1526056.9427768954,0,1832491.2811394637,528298.8989404562,0,0,0,2629216.9766154247,2127306.5917816632,0,0,0,0,0,0,0,0,0,0,0,1784993.257635937,0,0,0,0,0,0,0,0,0,2012158.3248325852,1.8310900897192497E7,3130752.148477852,2340651.856362899,2.904904474703142E7,0,0,0,0,1440980.472871857,0,0,1014741.8552623949,0,1302676.8064606606,
3832,421.2594152569226,1.415358835,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617158.768720688,594262.7213542729,643525.598734546,850074.4105897738,575232.411718254,496652.99598138314,0,0,0,1431085.5078638191,920535.7844643171,1261095.0725826453,506307.27695830073,0,0,0,1142434.0911798517,0,1981552.4199737355,0,0,0,0,0,0,516729.7769284804,0,0,0,0,0,0,0,0,0,665226.1800026494,0,892490.8398101691,0,0,722809.5741652276,680304.2762558212,0,0,0,0,0,727970.506208203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172785.6523840697,0,0,0,0,0,0,0,0,0,0,0,567484.2656550702,0,0,0,0,
3833,1034.5510030753373,2.431534903125,23,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.753006134090621E8,1.0579850062566599E9,0,1.3713092544314566E9,9.073035244183604E8,0,0,0,0,8.566852193223957E8,0,8.41983165486854E8,8.964696477547207E8,9.734174082728703E7,8.910336985176772E8,0,1.1659342337276773E9,0,0,0,6.563281449507728E8,2.302040414012694E9,0,2.235866055584019E9,7.092960320871418E8,0,0,0,0,6.984694329171932E8,8.345222711547706E8,0,0,0,0,0,1.4042484709203277E9,0,0,1.0901219484473593E9,2.4985450312689304E9,0,0,1.3583016175587263E9,0,0,0,8.719913329209963E8,0,0,0,0,0,2.540404484503459E8,0,0,1.9140127901906407E9,0,1.0644982376252052E9,1.1101662802229247E9,0,0,0,0,0,0,0,0,9.522666161811322E8,0,0,1.0199029629851853E9,0,0,1.3570858047844718E9,2.354159977039527E9,2.4866802002883897E9,8.868841802241778E8,9.68418167693204E8,0,0,0,0,
3834,585.4524701175446,13.532692370370373,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40187252058989E8,5.515674544953271E8,2.9433505552836347E7,7.340581903995215E8,4.6173587684615487E8,0,0,0,0,0,0,4.356706524143648E8,0,0,4.1771910226435244E8,0,0,0,0,0,0,1.040515657736453E9,0,9.068870130767697E8,0,0,0,0,0,0,0,0,0,0,0,1.253177231884372E7,0,0,0,5.912404816552092E8,9.735147048345565E8,0,0,5.63656122438697E8,0,0,4.305314948098136E7,0,0,0,0,0,0,1.1149325017769285E8,0,0,7.838896820989332E8,0,5.1912891262324184E8,5.307654588089642E7,0,0,0,0,0,0,0,0,5.03913996198042E8,0,0,5.431511309735348E8,0,0,5.773380643475521E8,1.0491415860104496E9,9.733084095061051E8,4.7748612220381147E8,5.474757342110035E8,4.91027918145743E7,0,4.002732648035783E8,0,
3835,621.3091462712307,13.382662928571426,315,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8793441726838925E8,1.879685874492446E8,6.475203623955372E7,2.6596396037535706E8,1.360341177387951E8,0,0,0,0,0,1.1436018019274987E8,1.3731826680378172E8,0,0,1.2141018027137251E8,0,0,0,0,0,0,4.60094901459022E8,0,4.7016490397367257E8,0,0,0,0,0,0,4.012138506662254E7,0,0,0,0,0,0,0,0,1.88580548611367E8,4.501449421930516E8,0,0,1.859873600939035E8,0,0,0,1.1688594677797851E8,0,0,0,0,0,2.1775066136550937E7,0,0,2.924058568821823E8,0,1.718186721108033E8,0,0,1.7631055059023002E8,0,0,0,0,0,1.5052002876451868E8,1.6100532835294265E8,0,0,1.5021867586540765E8,0,0,1.6189701667380187E8,4.62460964792581E8,3.865523192494804E8,1.3040573603182298E8,1.916196265375971E8,0,0,1.4443437752013135E8,0,
3836,574.326997124872,6.412273651851852,112,151,[M+NH4]+,,1,3647,556.2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5351342186916527E8,2.405292452773605E8,0,3.6274624990441823E8,1.9618230871344915E8,0,0,0,0,0,2.3151797926811457E8,1.8506586275687867E8,0,1.9485090360574793E7,1.509833439141006E8,0,0,0,0,0,0,7.06643189314803E8,0,6.689253153913949E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.918911109794025E8,9.20305153290733E8,0,0,4.821539738819219E8,0,0,0,2.1125243372269636E8,0,0,0,0,0,6.749469350982839E7,0,0,4.770102321575116E8,0,2.2136327480286065E8,6.951663007235754E7,0,2.1531802110721782E8,0,0,0,0,0,3.9691410288054086E7,2.5652012822165477E8,0,0,2.738888120750962E8,0,0,3.733435138479159E8,7.323599083223013E8,7.851967559269053E8,2.2956575441620025E8,2.3277528617003787E8,0,0,0,0,
3837,771.5039776588036,14.209757680000001,329,579,[M+Na]+,,1,3663,748.5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81600681606084E7,1.0186561539357187E8,0,1.4846291652999207E8,8.78979084729098E7,0,0,0,0,0,7.29741236094131E7,8.297103687242684E7,0,0,8.290418042897652E7,0,0,0,0,0,0,2.1464684317190808E8,0,2.151183496801217E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2148219322942913E8,2.4478954915483502E8,0,0,1.2775667813723758E8,0,0,0,8.470575440719394E7,0,0,0,0,0,1.2339336472031467E7,0,0,2.1247356259026688E8,0,1.0706004841126345E8,3.756424567345396E7,0,8.138301364572316E7,0,0,0,0,0,0,1.1034229033269356E8,0,0,9.134674690437277E7,0,0,1.3305966716360787E8,2.48900563684073E8,2.4336716737746063E8,8.333548302656625E7,1.025636772735569E8,0,0,0,0,
3838,696.543584450082,13.965216937499997,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1000409839633115E8,1.0598946176036406E8,0,1.390423678340492E8,8.804991538306554E7,0,0,0,0,0,0,8.474959507951218E7,0,0,7.098763070999295E7,0,0,0,1.2875322492255893E7,7616948.608846899,0,2.1843658975786752E8,1.0183810451353766E7,2.1830980613886774E8,0,0,1.6119353908504523E7,0,0,0,0,0,0,0,1.6249375631454287E7,0,0,1.0668791494240291E7,0,1.0103768979901053E8,2.2227895210801035E8,0,0,1.1735926042834225E8,1.3895108627972793E7,0,0,6.320889307579322E7,0,1.503792777469888E7,0,0,0,1.716349865228934E7,0,0,1.7446315741409132E8,0,8.671929674646023E7,0,0,1.1160542177149342E8,0,0,0,0,0,4.999133086574927E7,1.0182628631677157E8,0,0,1.0347385733447239E8,0,0,1.1734681037238936E8,2.4681615234424096E8,2.5154126808471617E8,9.374648696033403E7,1.0473192217822324E8,0,0,0,0,
3839,547.0129069991431,2.863607275,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.378734940432367E7,0,6.186106666422866E7,0,0,0,0,0,0,0,5.208040237192953E7,0,0,0,4.73098114521482E7,0,0,6.206865880813146E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2374223475282314E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.573274107349979E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5793000379840724E7,0,
3840,932.6348101748953,14.533279260869568,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.760051266313792E7,8.463407671614717E7,0,1.1651928798545644E8,7.6715936757703E7,0,0,0,0,0,0,7.234442701829383E7,0,0,6.685852806509862E7,0,0,0,0,0,0,1.797737295905163E8,0,1.6470485706249788E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.290042681025884E7,2.0234516187613356E8,0,0,1.2698011647076625E8,0,0,0,8.302872245510529E7,0,0,0,0,0,2.2038638724465474E7,0,0,1.7710296586130303E8,0,8.151565114041317E7,0,0,4.3134609368462875E7,0,0,0,0,0,0,9.127531334170462E7,0,0,9.014896487903251E7,0,0,1.1026935401741199E8,2.0351178996073848E8,1.8680875191604134E8,7.944200074406217E7,8.657120012936479E7,0,0,0,0,
3841,696.5436347775191,13.85427371875,326,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11631105248811E7,6.504671453109078E7,0,9.034333670547746E7,5.939469617692051E7,0,0,0,0,0,0,5.014236344111565E7,0,0,4.9491437079160504E7,0,0,0,1.6965911298497815E7,1.3823516342113629E7,0,1.3398851615697853E8,1.6524786270979784E7,1.353131357629E8,0,0,1.5279180505725507E7,0,0,0,0,0,0,0,2.0347557593723617E7,0,0,2.0615427239443064E7,0,6.6783171049139224E7,1.233918711677915E8,0,0,6.869348140295427E7,2.605788413586578E7,0,0,3.7998204858262755E7,0,3.0192669780838814E7,0,0,0,9190397.39106847,0,0,1.0573986507388556E8,0,5.606729807868314E7,0,0,6.929318562519741E7,0,0,0,0,0,4.560973102171028E7,5.978445888489524E7,0,0,5.650249128892525E7,0,0,7.408748850434297E7,1.4221990643179366E8,1.5347295302614677E8,4.99215040938739E7,6.2741420827767976E7,0,0,0,0,
3842,540.3094037589408,2.4347697291666672,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.530372324060363E7,7.762839155347933E7,9.252818650213362E7,9.581291054574737E7,7.65683446362535E7,0,0,0,0,0,3.461644614394468E7,0,8536449.959793212,5.4177871598670356E7,8.113442212951341E7,0,0,0,0,0,0,3.8307141012445085E7,0,7.95142430312454E7,6.112360899294104E7,0,0,0,0,0,6.827775909494488E7,0,0,0,0,0,0,0,0,5.557646147222684E7,9.85952327082828E7,0,0,0,0,0,0,3.949378827203749E7,3.782879827285227E7,0,0,0,0,0,0,0,0,0,0,5.437795360896735E7,0,6.3988816739572726E7,0,0,0,0,0,7.838589508578454E7,5.34860770583755E7,0,0,0,0,0,7.828534448082134E7,0,0,1.1291730199349436E8,0,0,0,7.644864317039607E7,0,
3843,907.5817672485385,6.621289046428571,128,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1904423966512587E7,2.9895305828911368E7,2.536538904107701E7,2.4616192013573818E7,2.4096355221668478E7,0,0,0,8.715933752254607E7,0,5.665721291564712E7,2.3268790988238424E7,0,0,0,0,0,1.2223451008549622E8,0,0,0,0,0,0,0,0,2.65810558599964E7,3.805667041481804E7,0,0,0,6.712703627397516E7,0,0,4.18769372376538E7,6.5748597497780934E7,0,1.7320518432519984E7,2.8486115054296818E7,3.237391599291715E7,2.5047540876657795E7,0,0,0,1.8402869848594986E7,0,0,7.414947645080386E7,0,2.6087945207489394E7,0,0,1.1602860673961464E8,0,0,0,0,0,1.0408510682859167E8,0,1.1434249253529811E8,1.4745641860774295E7,1.635983113102027E8,0,0,0,1.602984979744337E8,0,0,0,0,0,0,0,0,0,0,0,3.1733582932555184E7,0,0,0,0,
3844,747.5046345590428,14.851503133333333,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31777357258712E7,3.050082545537198E7,0,4.5225815262169294E7,2.7684472551755868E7,0,0,0,0,0,0,2.9955730452822216E7,0,0,0,0,0,0,0,0,0,6.915011238619617E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1117472436562836E7,0,0,0,0,0,0,0,0,201760.93441966263,0,0,0,0,0,0,0,0,0,3.233692377414761E7,0,0,0,0,0,0,0,0,0,3.904316661007684E7,0,0,3.3884395107408464E7,0,0,0,8.483432621351518E7,8.480943103743637E7,2.6951798695158496E7,3.1837522562570382E7,0,0,0,0,
3845,609.2724350940756,10.696822454545456,230,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.896031219850849E7,4.042279596201761E7,0,5.965948853410745E7,3.0992766682366952E7,0,0,0,0,0,0,3.0548255350189503E7,0,0,2.155033537016954E7,0,0,0,0,0,0,1.0653105222043093E8,0,1.0906382358939137E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.154003141356952E7,8.701379971753684E7,0,0,3.0643862025624394E7,0,0,0,1.926610855553256E7,0,0,0,0,0,0,0,0,5.765240050336782E7,0,2.828453499172136E7,0,0,4.6491340383937165E7,0,0,0,0,0,0,2.3974681727107033E7,0,0,2.5470652996256337E7,0,0,3.2152040862497676E7,8.783173986421269E7,8.996577088968448E7,2.018196302543171E7,3.811971337780768E7,0,0,0,0,
3846,601.4258769721132,10.320947399999998,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4049879820009273E7,2246346.9231225452,0,0,0,0,0,0,5940231.886208673,0,1.5046128880889744E7,0,0,0,0,0,0,1040157.5536237665,0,0,0,0,0,0,0,0,0,2087458.5440400285,0,1921036.8098624398,0,487078.4763965771,0,0,2313083.785647222,0,0,3174448.472610944,0,4108199.970839839,1.3341729555662163E8,0,0,0,0,0,0,3.89285641099237E7,0,3643824.7158882087,0,0,0,0,0,0,1.070433851713079E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3847,448.34316514727095,2.7944694641025647,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8992645.176538682,4.658140337956306E7,0,0,0,1445718.2435244378,0,0,9.459933220051318E7,0,0,4.387174737806433E7,0,0,0,0,0,0,3535373.537880562,0,0,0,2536635.0014790148,2.1228868899133723E7,0,0,2.7952788994016998E7,0,3864319.2307989206,0,0,7.206203103151311E7,0,0,1.0576400725612868E7,7.295750003085865E7,5947803.175346706,5.215003289548051E7,3.7640351884525634E7,5.08921440389068E7,5.484700202998891E7,0,0,2.4249187250630982E7,3942798.373772416,0,0,8.054652765334898E7,8.306025363885298E7,4119629.0908747343,0,0,1.0156485123469895E8,8405515.800756538,0,0,1.2228737591776099E7,0,1.1072904928404038E8,6313914.273828346,1.0524772254972523E8,984054.6388293958,1.4354003313370654E8,0,0,0,1.451621488202522E8,1.1451099888331838E7,5812207.972894496,0,0,0,0,2154722.322177016,8304019.2467274545,1.687748149062325E7,1.9727772721720807E7,0,4.887798810151807E7,0,0,0,0,
3848,621.2726270572471,11.388568851851856,247,506,[M+H]+,,1,3636,620.2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8879931641065426E7,3.79960053349724E7,3.960873597398423E7,6.184642392639484E7,2.981801719216212E7,0,0,0,0,0,3.0392217548643872E7,2.8652131639646504E7,0,0,3.2321780728172503E7,0,0,0,0,0,0,1.1824024276248407E8,0,1.0403283814521979E8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.998066975408794E7,1.246628912570929E8,0,0,5.293031150414447E7,0,0,0,2.79980068492375E7,0,0,0,0,0,0,0,0,7.321514343322822E7,0,3.3434237136420872E7,3.0428402906392377E7,0,3.583046296351916E7,0,0,0,0,0,5.973381364254136E7,3.1215315103486583E7,0,0,3.405745083276356E7,0,0,3.81852198514503E7,1.0523805805437976E8,1.0238855092243074E8,2.560121800359623E7,3.6347022200896055E7,0,0,3.193656544018196E7,0,
3849,621.3093818766325,13.643343346153845,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.888521974751873E7,2.8612404023768317E7,0,4.8655040609111644E7,2.2314384826615833E7,0,0,0,0,0,5093463.079845835,2.0870481048805196E7,0,0,1.7588106580088407E7,0,0,0,0,0,0,8.154138282721989E7,0,7.993066685643996E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4208929208718054E7,8.926524740187414E7,0,0,2.9617486348509137E7,0,0,0,1.9722031846948054E7,0,0,0,0,0,2632510.9056198536,0,0,4.83953135516421E7,0,2.700557912314067E7,0,0,2.2230264841778435E7,0,0,0,0,0,2.413590651966443E7,2.4737634121379826E7,0,0,2.1700266653011076E7,0,0,2.7195545389217015E7,7.572879108849521E7,6.716462522067843E7,1.841450301577369E7,2.9840449250211637E7,0,0,5512016.026911056,0,
3850,445.3683752294596,11.376946375000001,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3372041078068376E7,0,0,0,0,1.1074022315568686E7,0,0,6.472504420591806E7,0,1.6186074347334042E8,3.024526469111647E7,0,0,1.0065494704273181E7,0,0,2.3929051030322082E7,2.112623128291475E7,1.8786427627633013E7,0,1.559283901755553E7,2.147788428152978E7,0,0,0,2.8082615348137442E7,0,0,0,3.0520191638790097E7,0,0,0,0,1.512059918060564E8,0,2.446949286360753E7,0,3.2657393341128767E7,0,0,2.8301473143240016E7,1.683436917985628E7,0,0,0,0,4.4128037662079826E7,3.138535934480404E7,0,0,0,0,0,0,0,0,0,0,5.829830044985965E7,0,0,0,0,2.5837344506064545E7,0,0,0,0,0,0,0,1.6104262642754944E7,0,0,0,0,9.553888138409746E7,0,0,0,0,
3851,931.5413107732924,12.02522342857143,268,539,[M+Na]+,,1,3855,908.5524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.144207063289826E7,2.997078152858994E7,737442.1603612277,4.371766643732417E7,2.444298766029333E7,0,0,0,0,0,0,2.1389052472339347E7,0,0,0,0,0,0,0,0,0,6.856477779666574E7,0,6.609231654457987E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6251180139190175E7,8.229070337059124E7,0,0,3.989085236385014E7,0,0,0,0,0,0,0,0,0,0,0,0,6.581316995058372E7,0,3.599820687771789E7,0,0,2.457778580837144E7,0,0,0,0,0,0,2.4852274241630394E7,0,0,2.5520299908626854E7,0,0,3.266522172023619E7,7.85261860499343E7,7.186027717374091E7,2.2792278611940853E7,2.9444025728466775E7,0,0,0,0,
