Filename	Samplename	Dataset	Laboratory	Data	Data_collector	Instrument	Instrument_id	Column	Experiment	Sample_type	Sample_type2	Sample_position	Triplicate_number	Sequence_number	Injection_volume	Proportion_Fecal_1	Proportion_Fecal_2	Proportion_Tomato	Proportion_NIST_1950_SRM	Proportions	Batch	Species1	Species2	Species1_metadata	Species1_metadata2	Species2_metadata	Sex	Ionisation_mode	Extraction	Sample_preparation	Method	qTOF_LCmethod
C18_Blank_resusp_GD5_01_19477.mzML	qTOF_C18_BLANK_inj_7	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Blank	blank_solvent	BLANK	7	61	7	0	0	0	0	0_0_0_0	5	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_Blank_resusp_GD5_01_19487.mzML	qTOF_C18_BLANK_inj_8	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Blank	blank_solvent	BLANK	8	68	7	0	0	0	0	0_0_0_0	5	n/a					n/a	positive	Aqueous_methanol		1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_blank_SPE_GA5_01_19399.mzML	qTOF_C18_blank SPE_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Blank	blank_SPE	A5	1	3	7	0	0	0	0	0_0_0_0	5	n/a					n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_blank_SPE_GA5_01_19437.mzML	qTOF_C18_blank SPE_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Blank	blank_SPE	A5	2	43	7	0	0	0	0	0_0_0_0	5	n/a					n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_blank_SPE_GA5_01_19470.mzML	qTOF_C18_blank SPE_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Blank	blank_SPE	A5	3	80	7	0	0	0	0	0_0_0_0	5	n/a					n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_NIST_GA4_01_19419.mzML	qTOF_C18_NIST_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A4	1	23	7	0	0	0	100	0_0_0_100	5	Homo sapiens			Serum		n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_NIST_GA4_01_19439.mzML	qTOF_C18_NIST_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A4	2	46	7	0	0	0	100	0_0_0_100	5	Homo sapiens			Serum		n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_NIST_GA4_01_19461.mzML	qTOF_C18_NIST_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A4	3	69	7	0	0	0	100	0_0_0_100	5	Homo sapiens			Serum		n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To_GA3_01_19427.mzML	qTOF_C18_To_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A3	1	32	7	0	0	100	0	0_0_100_0	5		Solanum lycopersicum			Whole plant		positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To_GA3_01_19465.mzML	qTOF_C18_To_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A3	2	75	7	0	0	100	0	0_0_100_0	5		Solanum lycopersicum			Whole plant		positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To_GA3_01_19475.mzML	qTOF_C18_To_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A3	3	83	7	0	0	100	0	0_0_100_0	5		Solanum lycopersicum			Whole plant		positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To-1_NIST-3_GC3_01_19450.mzML	qTOF_C18_To-1_NIST-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C3	1	56	7	0	0	25	75	0_0_25_75	5	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To-1_NIST-3_GC3_01_19459.mzML	qTOF_C18_To-1_NIST-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C3	2	66	7	0	0	25	75	0_0_25_75	5	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To-1_NIST-3_GC3_01_19468.mzML	qTOF_C18_To-1_NIST-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C3	3	78	7	0	0	25	75	0_0_25_75	5	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To-1_NIST-1_GC1_01_19402.mzML	qTOF_C18_To-1_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C1	1	6	7	0	0	50	50	0_0_50_50	5	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To-1_NIST-1_GC1_01_19442.mzML	qTOF_C18_To-1_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C1	2	49	7	0	0	50	50	0_0_50_50	5	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To-1_NIST-1_GC1_01_19481.mzML	qTOF_C18_To-1_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C1	3	89	7	0	0	50	50	0_0_50_50	5	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To-3_NIST-1_GC2_01_19412.mzML	qTOF_C18_To-3_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C2	1	16	7	0	0	75	25	0_0_75_25	5	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To-3_NIST-1_GC2_01_19432.mzML	qTOF_C18_To-3_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C2	2	37	7	0	0	75	25	0_0_75_25	5	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_To-3_NIST-1_GC2_01_19455.mzML	qTOF_C18_To-3_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	C2	3	62	7	0	0	75	25	0_0_75_25	5	Homo sapiens	Solanum lycopersicum		Serum	Whole plant	n/a	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2_GA2_01_19405.mzML	qTOF_C18_F2_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A2	1	9	7	0	100	0	0	0_100_0_0	5	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2_GA2_01_19444.mzML	qTOF_C18_F2_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A2	2	51	7	0	100	0	0	0_100_0_0	5	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2_GA2_01_19478.mzML	qTOF_C18_F2_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A2	3	86	7	0	100	0	0	0_100_0_0	5	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_NIST-3_GD4_01_19403.mzML	qTOF_C18_F2-1_NIST-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D4	1	7	7	0	25	0	75	0_25_0_75	5	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_NIST-3_GD4_01_19440.mzML	qTOF_C18_F2-1_NIST-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D4	2	47	7	0	25	0	75	0_25_0_75	5	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_NIST-3_GD4_01_19452.mzML	qTOF_C18_F2-1_NIST-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D4	3	58	7	0	25	0	75	0_25_0_75	5	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_To-3_GB8_01_19401.mzML	qTOF_C18_F2-1_To-3_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B8	1	5	7	0	25	75	0	0_25_75_0	5	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_To-3_GB8_01_19404.mzML	qTOF_C18_F2-1_To-3_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B8	2	8	7	0	25	75	0	0_25_75_0	5	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_To-3_GB8_01_19422.mzML	qTOF_C18_F2-1_To-3_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B8	3	26	7	0	25	75	0	0_25_75_0	5	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_NIST-1_GD2_01_19428.mzML	qTOF_C18_F2-1_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D2	1	33	7	0	50	0	50	0_50_0_50	5	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_NIST-1_GD2_01_19467.mzML	qTOF_C18_F2-1_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D2	2	77	7	0	50	0	50	0_50_0_50	5	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_NIST-1_GD2_01_19476.mzML	qTOF_C18_F2-1_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D2	3	84	7	0	50	0	50	0_50_0_50	5	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_To-1_GB6_01_19438.mzML	qTOF_C18_F2-1_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B6	1	44	7	0	50	50	0	0_50_50_0	5	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_To-1_GB6_01_19453.mzML	qTOF_C18_F2-1_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B6	2	59	7	0	50	50	0	0_50_50_0	5	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-1_To-1_GB6_01_19483.mzML	qTOF_C18_F2-1_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B6	3	91	7	0	50	50	0	0_50_50_0	5	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-3_NIST-1_GD3_01_19436.mzML	qTOF_C18_F2-3_NIST-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D3	1	11	7	0	75	0	25	0_75_0_25	5	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-3_NIST-1_GD3_01_19456.mzML	qTOF_C18_F2-3_NIST-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D3	2	28	7	0	75	0	25	0_75_0_25	5	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-3_NIST-1_GD3_01_19480.mzML	qTOF_C18_F2-3_NIST-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	D3	3	65	7	0	75	0	25	0_75_0_25	5	Homo sapiens		Fecal	Serum		male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-3_To-1_GB7_01_19409.mzML	qTOF_C18_F2-3_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B7	1	13	7	0	75	25	0	0_75_25_0	5	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-3_To-1_GB7_01_19434.mzML	qTOF_C18_F2-3_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B7	2	39	7	0	75	25	0	0_75_25_0	5	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F2-3_To-1_GB7_01_19457.mzML	qTOF_C18_F2-3_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B7	3	64	7	0	75	25	0	0_75_25_0	5	Homo sapiens	Solanum lycopersicum	Fecal		Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F1_GA1_01_19410.mzML	qTOF_C18_F1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A1	1	14	7	100	0	0	0	100_0_0_0	5	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F1_GA1_01_19418.mzML	qTOF_C18_F1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A1	2	22	7	100	0	0	0	100_0_0_0	5	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F1_GA1_01_19488.mzML	qTOF_C18_F1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A1	3	96	7	100	0	0	0	100_0_0_0	5	Homo sapiens		Fecal			male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F1-1_F2-1_NIST-2_To-1_GA7_01_19426.mzML	qTOF_C18_F1-1_F2-1_NIST-2_To-1_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A7	1	31	7	20	20	20	40	20_20_20_40	5	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F1-1_F2-1_NIST-2_To-1_GA7_01_19454.mzML	qTOF_C18_F1-1_F2-1_NIST-2_To-1_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A7	2	60	7	20	20	20	40	20_20_20_40	5	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F1-1_F2-1_NIST-2_To-1_GA7_01_19474.mzML	qTOF_C18_F1-1_F2-1_NIST-2_To-1_inj_3	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	A7	3	82	7	20	20	20	40	20_20_20_40	5	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F1-1_F2-1_NIST-1_To-2_GB1_01_19441.mzML	qTOF_C18_F1-1_F2-1_NIST-1_To-2_inj_1	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B1	1	48	7	20	20	40	20	20_20_40_20	5	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
C18_F1-1_F2-1_NIST-1_To-2_GB1_01_19443.mzML	qTOF_C18_F1-1_F2-1_NIST-1_To-2_inj_2	Gradient_benchmarking_dataset	Dorrestein Lab - UC San Diego	Dec-18	Nothias and Esposito	Maxis II (Bruker Daltonics)	qTOF	Phenomenex Kinetex C18 1.7 um (100A)  100 x 2.1 mm	C18	Sample	Sample	B1	2	50	7	20	20	40	20	20_20_40_20	5	Homo sapiens	Solanum lycopersicum	Fecal	Serum	Whole plant	male	positive	Aqueous_methanol	SPE_Oasis_HLB	1812_MSmethod_SmallMolecule_v1.m	1812_Benchmarking_LC_C18.m
